"target"	"id"	"tokid"	"row"	"annotator"	"date"	"token"	"item"	"correct"	"mispronunciation"	"meaning"	"comment"	"file"	"int"	"on"	"off"	"cor"	"mp"	"outfile"	"rand"	"nb"	"rep"	"attempt"	"rown"	"included"	"Age"	"Sex"	"birthOrder"	"familyID"	"notes_familyID"	"monolingual"	"matEd"	"Cond"	"Date"	"Time"	"File"	"fastcode"	"fullcode"	"Notes"	"notes_demo"	"Where"	"Village"	"age.rounded"	"type"	"target_ortho"	"phono"	"ortho1"	"ortho2"	"ortho3"	"ortho4"	"ortho5"	"ortho6"	"ortho7"	"ortho8"	"avg_fr"	"avg_fr_cor"	"avg_fr_cor_ty"	"mp_uni"	"target_uni"	"nonfluent"	"tarlen"	"trafos"	"nchar"	"sub"	"del"	"ins"	"ld"	"nld"	"phon_score"
"diyeto"	"c118"	"diyeto 24"	80	"DY"	"10-Sep-19"	24	"diyeto"	0	"tiyeto"	"0"	""	"190830_0075S12_ch1"	50	266.312	267.36	NA	NA	"pairs/diyeto_c118_3.wav"	"0,426202204"	24	"3"	"subsequent"	50	"yes"	5	"B"	NA	"k c118"	"not_found"	"yes"	6	"20b"	20190830	"14:17"	"190830_0075S12"	"names"	""	"€pparent refusal but restarted and ok, except for EE skip"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	5.3	"3"	"diyeto"	"ṭijɛtɔ"	"d"	"i"	"y"	"e"	"t"	"o"	NA	NA	57.5	-3.23598619464292	-3.18790862468978	"tiyeto"	"diyeto"	NA	6	"SMMMMM"	6	1	0	0	1	0.166666666666667	0.833333333333333
"diyeto"	"c81"	"diyeto 9"	65	"DY"	"10-Sep-19"	9	"diyeto"	0	"tiyeto"	"0"	""	"180101_0036S12_ch1"	65	271.217	272.473	NA	NA	"pairs/diyeto_c81_2.wav"	"0,130672445"	9	"2"	"subsequent"	12	"yes"	9	"G"	2	"17"	"old_familyID"	"no"	6	"6b"	20190827	"17:12"	"180101_0036S12"	NA	"yes"	""	""	"on veranda (in public)"	"Village#1"	9.1	"3"	"diyeto"	"ṭijɛtɔ"	"d"	"i"	"y"	"e"	"t"	"o"	NA	NA	57.5	-3.23598619464292	-3.18790862468978	"tiyeto"	"diyeto"	NA	6	"SMMMMM"	6	1	0	0	1	0.166666666666667	0.833333333333333
"dp_a"	"c83"	"dp_a 17"	110	"DY"	"11-Sep-19"	17	"dp_a"	0	"tpaa"	"turn over"	""	"180101_0038S12_ch1"	34	112.367	113.067	NA	NA	"pairs/dp_a_c83_2.wav"	"0,575859298"	17	"2"	"subsequent"	14	"yes"	6	"B"	NA	"k c83"	"not_found"	NA	NA	"7b"	20190827	"17:25"	"180101_0038S12"	"names"	""	"memorized?"	"can't find in MarisaPtcpRecruitment-Rossel20190928"	"in house"	"Village#1"	6	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	":a"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c80"	"dp_a 1"	94	"DY"	"10-Sep-19"	1	"dp_a"	1	NA	NA	""	"180101_0035S12_ch1"	20	127.236	127.649	NA	NA	"pairs/dp_a_c80_3.wav"	"0,088936105"	1	"3"	"subsequent"	11	"yes"	7	"B"	3	"17"	"old_familyID"	"no"	6	"5b"	20190827	""	"180101_0035S12"	NA	"yes"	"memorized?"	""	"on veranda (in public)"	"Village#1"	7.4	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	NA	"/3"	NA	2	"MM"	2	NA	NA	NA	NA	0	1
"dp_a"	"c80"	"dp_a 3"	96	"DY"	"10-Sep-19"	3	"dp_a"	1	NA	NA	""	"180101_0035S12_ch1"	18	120.426	120.934	NA	NA	"pairs/dp_a_c80_2.wav"	"0,128116115"	3	"2"	"subsequent"	11	"yes"	7	"B"	3	"17"	"old_familyID"	"no"	6	"5b"	20190827	""	"180101_0035S12"	NA	"yes"	"memorized?"	""	"on veranda (in public)"	"Village#1"	7.4	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	NA	"/3"	NA	2	"MM"	2	NA	NA	NA	NA	0	1
"dp_a"	"c99"	"dp_a 8"	101	"DY"	"11-Sep-19"	8	"dp_a"	0	"paa"	"walk"	""	"190829_0055S12_ch1"	14	107.39	108.059	NA	NA	"pairs/dp_a_c99_1.wav"	"0,206339669"	8	"1"	"first"	31	"yes"	7	"B"	NA	"k c99"	"not_found"	"no"	6	"13b"	20190829	"ended 9:53"	"190829_0055S12"	"names"	""	""	"can't find in MarisaPtcpRecruitment-Rossel20190928"	"below central house (public)"	"Village#3"	11	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"pa"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c83"	"dp_a 4"	97	"DY"	"10-Sep-19"	4	"dp_a"	1	NA	NA	""	"180101_0038S12_ch1"	36	116.799	117.594	NA	NA	"pairs/dp_a_c83_3.wav"	"0,143356193"	4	"3"	"subsequent"	14	"yes"	6	"B"	NA	"k c83"	"not_found"	NA	NA	"7b"	20190827	"17:25"	"180101_0038S12"	"names"	""	"memorized?"	"can't find in MarisaPtcpRecruitment-Rossel20190928"	"in house"	"Village#1"	6	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	NA	"/3"	NA	2	"MM"	2	NA	NA	NA	NA	0	1
"dp_a"	"c77"	"dp_a 15"	108	"DY"	"11-Sep-19"	15	"dp_a"	0	"tpaa"	"turn over"	""	"180101_0032S12_ch1"	20	70.582	71.117	NA	NA	"pairs/dp_a_c77_1.wav"	"0,442266547"	15	"1"	"first"	8	"yes"	7	"B"	5	"11"	"old_familyID"	"yes"	6	"4b"	20190827	""	"180101_0032S12"	NA	"yes"	""	""	"on veranda (in public)"	"Village#1"	7.8	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	":a"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c81"	"dp_a 6"	99	"DY"	"11-Sep-19"	6	"dp_a"	0	"paa"	"walk"	""	"180101_0036S12_ch1"	12	119.481	120.14	NA	NA	"pairs/dp_a_c81_1.wav"	"0,16578169"	6	"1"	"first"	12	"yes"	9	"G"	2	"17"	"old_familyID"	"no"	6	"6b"	20190827	"17:12"	"180101_0036S12"	NA	"yes"	""	""	"on veranda (in public)"	"Village#1"	9.1	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"pa"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c122"	"dp_a 16"	109	"DY"	"11-Sep-19"	16	"dp_a"	1	NA	NA	""	"190830_0081S12_ch1"	10	99.758	100.679	NA	NA	"pairs/dp_a_c122_1.wav"	"0,519952099"	16	"1"	"first"	54	"yes"	6	"B"	NA	"k c122"	"not_found"	"yes"	6	"2b"	20190830	"end 14:59"	"190830_0081S12"	"names"	""	""	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	6.9	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	NA	"/3"	NA	2	"MM"	2	NA	NA	NA	NA	0	1
"dp_a"	"c105"	"dp_a 27"	120	"DY"	"11-Sep-19"	27	"dp_a"	0	"taa"	"bushknife/arrives"	""	"190829_0061S12_ch1"	28	178.512	179.248	NA	NA	"pairs/dp_a_c105_1.wav"	"0,930744011"	27	"1"	"first"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"ta"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c91"	"dp_a 11"	104	"DY"	"11-Sep-19"	11	"dp_a"	0	"paa"	"walk"	""	"180102_0046S12_ch1"	22	290.703	291.371	NA	NA	"pairs/dp_a_c91_1.wav"	"0,33034731"	11	"1"	"first"	22	"yes"	6	"G"	4	"18"	"old_familyID"	"yes"	8	"11b"	20190828	"11:47"	"180101_0046S12"	"names"	""	""	""	"in house"	"Village#2"	6.4	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"pa"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c107"	"dp_a 22"	115	"DY"	"11-Sep-19"	22	"dp_a"	0	"taa"	"bushknife/arrives"	""	"190829_0063S12_ch1"	20	137.831	138.534	NA	NA	"pairs/dp_a_c107_1.wav"	"0,750885539"	22	"1"	"first"	39	"yes"	7	"B"	1	"30"	"old_familyID"	"yes"	10	"16b"	20190829	"ended 15:41"	"190829_0063S12"	"names"	""	""	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#3"	7.6	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"ta"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c109"	"dp_a 25"	118	"DY"	"11-Sep-19"	25	"dp_a"	0	"tpi"	"0"	""	"190829_0065S12_ch1"	30	145.5	146.236	NA	NA	"pairs/dp_a_c109_1.wav"	"0,896300674"	25	"1"	"first"	41	"yes"	5	"B"	NA	"k c109"	"not_found"	"no"	10	"17b"	20190829	"15:50"	"190829_0065S12"	"names"	""	""	"can't find in MarisaPtcpRecruitment-Rossel20190928"	"on veranda (semi-public, small audience, included other children tested)"	"Village#3"	5.6	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	":i"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c83"	"dp_a 24"	117	"DY"	"11-Sep-19"	24	"dp_a"	0	"paa"	"walk"	""	"180101_0038S12_ch1"	32	108.772	109.249	NA	NA	"pairs/dp_a_c83_1.wav"	"0,793164678"	24	"1"	"first"	14	"yes"	6	"B"	NA	"k c83"	"not_found"	NA	NA	"7b"	20190827	"17:25"	"180101_0038S12"	"names"	""	"memorized?"	"can't find in MarisaPtcpRecruitment-Rossel20190928"	"in house"	"Village#1"	6	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"pa"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c87"	"dp_a 10"	103	"DY"	"11-Sep-19"	10	"dp_a"	0	"tpa"	"turn over"	""	"180102_0042S12_ch1"	16	191.028	191.697	NA	NA	"pairs/dp_a_c87_2.wav"	"0,280968558"	10	"2"	"subsequent"	18	"yes"	4	"B"	6	"27"	"old_familyID"	"yes"	10	"9b"	20190828	"10:40"	"180101_0042S12"	"names"	""	"runny nose"	""	"in house"	"Village#2"	5	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	":a"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c95"	"dp_a 26"	119	"DY"	"11-Sep-19"	26	"dp_a"	1	NA	NA	""	"180102_0050S12_ch1"	12	104.324	104.893	NA	NA	"pairs/dp_a_c95_1.wav"	"0,9205125"	26	"1"	"first"	26	"yes"	5	"B"	1	"39"	"old_familyID"	"yes"	8	"12b"	20190828	"12:27"	"180101_0050S12"	"names"	""	""	""	"in house"	"Village#2"	5.1	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	NA	"/3"	NA	2	"MM"	2	NA	NA	NA	NA	0	1
"dp_a"	"c118"	"dp_a 12"	105	"DY"	"11-Sep-19"	12	"dp_a"	0	"tpaa"	"turn over"	""	"190830_0075S12_ch1"	22	190.978	191.74	NA	NA	"pairs/dp_a_c118_1.wav"	"0,336184795"	12	"1"	"first"	50	"yes"	5	"B"	NA	"k c118"	"not_found"	"yes"	6	"20b"	20190830	"14:17"	"190830_0075S12"	"names"	""	"€pparent refusal but restarted and ok, except for EE skip"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	5.3	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	":a"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c80"	"dp_a 9"	102	"DY"	"11-Sep-19"	9	"dp_a"	0	"paa"	"walk"	""	"180101_0035S12_ch1"	16	116.76	117.316	NA	NA	"pairs/dp_a_c80_1.wav"	"0,254266754"	9	"1"	"first"	11	"yes"	7	"B"	3	"17"	"old_familyID"	"no"	6	"5b"	20190827	""	"180101_0035S12"	NA	"yes"	"memorized?"	""	"on veranda (in public)"	"Village#1"	7.4	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"pa"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c87"	"dp_a 19"	112	"DY"	"11-Sep-19"	19	"dp_a"	1	NA	NA	""	"180102_0042S12_ch1"	14	186.948	187.65	NA	NA	"pairs/dp_a_c87_1.wav"	"0,61943842"	19	"1"	"first"	18	"yes"	4	"B"	6	"27"	"old_familyID"	"yes"	10	"9b"	20190828	"10:40"	"180101_0042S12"	"names"	""	"runny nose"	""	"in house"	"Village#2"	5	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	NA	"/3"	NA	2	"MM"	2	NA	NA	NA	NA	0	1
"dp_a"	"c74"	"dp_a 20"	113	"DY"	"11-Sep-19"	20	"dp_a"	0	"paa"	"walk"	""	"190825_0025_ch1"	20	70.753	71.33	NA	NA	"pairs/dp_a_c74_1.wav"	"0,665144159"	20	"1"	"first"	5	"yes"	5	"B"	5	"9"	"old_familyID"	"yes"	8	"3b"	20190826	"16:12"	"190825_0025"	NA	"yes"	"sib to c73"	""	"in house"	"Village#1"	5.1	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"pa"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c81"	"dp_a 14"	107	"DY"	"11-Sep-19"	14	"dp_a"	0	"paa"	"walk"	""	"180101_0036S12_ch1"	14	124.118	124.669	NA	NA	"pairs/dp_a_c81_2.wav"	"0,431274673"	14	"2"	"subsequent"	12	"yes"	9	"G"	2	"17"	"old_familyID"	"no"	6	"6b"	20190827	"17:12"	"180101_0036S12"	NA	"yes"	""	""	"on veranda (in public)"	"Village#1"	9.1	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"pa"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c94"	"dp_a 2"	95	"DY"	"10-Sep-19"	2	"dp_a"	0	"tpa"	"turn over"	""	"180102_0049S12_ch1"	12	318.062	318.834	NA	NA	"pairs/dp_a_c94_1.wav"	"0,121835353"	2	"1"	"first"	25	"yes"	7	"B"	2	"21"	"old_familyID"	"yes"	10	"13b"	20190828	"12:17"	"180101_0049S12"	"names"	""	""	""	"in house"	"Village#2"	7.4	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	":a"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c107"	"dp_a 21"	114	"DY"	"11-Sep-19"	21	"dp_a"	0	"paa"	"walk"	""	"190829_0063S12_ch1"	26	151.062	151.998	NA	NA	"pairs/dp_a_c107_4.wav"	"0,691671183"	21	"4"	"subsequent"	39	"yes"	7	"B"	1	"30"	"old_familyID"	"yes"	10	"16b"	20190829	"ended 15:41"	"190829_0063S12"	"names"	""	""	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#3"	7.6	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"pa"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c107"	"dp_a 7"	100	"DY"	"11-Sep-19"	7	"dp_a"	0	"paa"	"walk"	""	"190829_0063S12_ch1"	24	145.176	145.844	NA	NA	"pairs/dp_a_c107_3.wav"	"0,170162113"	7	"3"	"subsequent"	39	"yes"	7	"B"	1	"30"	"old_familyID"	"yes"	10	"16b"	20190829	"ended 15:41"	"190829_0063S12"	"names"	""	""	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#3"	7.6	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"pa"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c72"	"dp_a 5"	98	"DY"	"10-Sep-19"	5	"dp_a"	0	"pee"	"piece"	""	"190825_0023_ch1"	12	269.049	269.839	NA	NA	"pairs/dp_a_c72_1.wav"	"0,165535559"	5	"1"	"first"	3	"yes"	4	"B"	5	"3"	"old_familyID"	"no"	10	"2b"	20190826	"15:47"	"190825_0023"	NA	"yes"	"sib to c71"	""	"in house"	"Village#1"	4.8	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"pe"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c81"	"dp_a 28"	121	"DY"	"11-Sep-19"	28	"dp_a"	0	"paa"	"walk"	""	"180101_0036S12_ch1"	16	128.483	128.866	NA	NA	"pairs/dp_a_c81_3.wav"	"0,973189876"	28	"3"	"subsequent"	12	"yes"	9	"G"	2	"17"	"old_familyID"	"no"	6	"6b"	20190827	"17:12"	"180101_0036S12"	NA	"yes"	""	""	"on veranda (in public)"	"Village#1"	9.1	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"pa"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dp_a"	"c118"	"dp_a 18"	111	"DY"	"11-Sep-19"	18	"dp_a"	1	NA	NA	""	"190830_0075S12_ch1"	30	228.723	229.358	NA	NA	"pairs/dp_a_c118_2.wav"	"0,577384169"	18	"2"	"subsequent"	50	"yes"	5	"B"	NA	"k c118"	"not_found"	"yes"	6	"20b"	20190830	"14:17"	"190830_0075S12"	"names"	""	"€pparent refusal but restarted and ok, except for EE skip"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	5.3	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	NA	"/3"	NA	2	"MM"	2	NA	NA	NA	NA	0	1
"dp_a"	"c85"	"dp_a 23"	116	"DY"	"11-Sep-19"	23	"dp_a"	0	"tp:a"	"0"	""	"180102_0040S12_ch1"	30	264.212	265.014	NA	NA	"pairs/dp_a_c85_1.wav"	"0,772034658"	23	"1"	"first"	16	"yes"	6	"B"	4	"23"	"old_familyID"	"yes"	6	"8b"	20190828	""	"180101_0040S12"	"names"	""	""	""	"in house"	"Village#2"	6.1	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	":3"	"/3"	NA	2	"SM"	2	1	0	0	1	0.5	0.5
"dp_a"	"c107"	"dp_a 13"	106	"DY"	"11-Sep-19"	13	"dp_a"	0	"paa"	"walk"	""	"190829_0063S12_ch1"	22	140.961	141.664	NA	NA	"pairs/dp_a_c107_2.wav"	"0,38035648"	13	"2"	"subsequent"	39	"yes"	7	"B"	1	"30"	"old_familyID"	"yes"	10	"16b"	20190829	"ended 15:41"	"190829_0063S12"	"names"	""	""	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#3"	7.6	"1"	"dp:a"	"ṭp̃æ"	"dp"	":a"	NA	NA	NA	NA	NA	NA	1	-6.19781883311996	-5.99784677080559	"pa"	"/3"	NA	2	"SS"	2	2	0	0	2	1	0
"dpa"	"c115"	"dpa 10"	131	"DY"	"11-Sep-19"	10	"dpa"	0	"taa-taa"	"bushknife--bushknife"	""	"190830_0071S12_ch1"	24	192.418	193.087	NA	NA	"pairs/dpa_c115_2.wav"	"0,169603483"	10	"2"	"subsequent"	47	"yes"	7	"B"	NA	"k c115"	"not_found"	"yes"	8	"19a"	20190830	"13:52"	"190830_0071S12"	"names"	""	"EE last word not played"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	7	"1"	"dpa"	"ṭpæ"	"dp"	"a"	NA	NA	NA	NA	NA	NA	3.5	-4.06963537584739	-4.55911259427547	"tata"	"/a"	1	2	"SDDM"	4	1	2	0	3	0.75	0.25
"dpa"	"c115"	"dpa 11"	132	"DY"	"11-Sep-19"	11	"dpa"	0	"tââ"	"high up"	""	"190830_0071S12_ch1"	22	188.873	189.609	NA	NA	"pairs/dpa_c115_1.wav"	"0,189784568"	11	"1"	"first"	47	"yes"	7	"B"	NA	"k c115"	"not_found"	"yes"	8	"19a"	20190830	"13:52"	"190830_0071S12"	"names"	""	"EE last word not played"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	7	"1"	"dpa"	"ṭpæ"	"dp"	"a"	NA	NA	NA	NA	NA	NA	3.5	-4.06963537584739	-4.55911259427547	"t0"	"/a"	NA	2	"SS"	2	2	0	0	2	1	0
"dpa"	"c108"	"dpa 34"	155	"DY"	"11-Sep-19"	34	"dpa"	1	NA	NA	""	"190829_0064S12_ch1"	38	171.536	172.109	NA	NA	"pairs/dpa_c108_2.wav"	"0,536384129"	34	"2"	"subsequent"	40	"yes"	7	"B"	2	"34"	"old_familyID"	"yes"	10	"17a"	20190829	"15:42"	"190829_0064S12"	"names"	""	""	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#3"	7.5	"1"	"dpa"	"ṭpæ"	"dp"	"a"	NA	NA	NA	NA	NA	NA	3.5	-4.06963537584739	-4.55911259427547	NA	"/a"	NA	2	"MM"	2	NA	NA	NA	NA	0	1
"dpa"	"c74"	"dpa 46"	167	"DY"	"11-Sep-19"	46	"dpa"	1	NA	NA	""	"190825_0025_ch1"	18	67.292	67.896	NA	NA	"pairs/dpa_c74_1.wav"	"0,670819942"	46	"1"	"first"	5	"yes"	5	"B"	5	"9"	"old_familyID"	"yes"	8	"3b"	20190826	"16:12"	"190825_0025"	NA	"yes"	"sib to c73"	""	"in house"	"Village#1"	5.1	"1"	"dpa"	"ṭpæ"	"dp"	"a"	NA	NA	NA	NA	NA	NA	3.5	-4.06963537584739	-4.55911259427547	NA	"/a"	NA	2	"MM"	2	NA	NA	NA	NA	0	1
"dpa"	"c109"	"dpa 7"	128	"DY"	"11-Sep-19"	7	"dpa"	0	"te"	"fish"	""	"190829_0065S12_ch1"	24	135.7	136.403	NA	NA	"pairs/dpa_c109_1.wav"	"0,152272474"	7	"1"	"first"	41	"yes"	5	"B"	NA	"k c109"	"not_found"	"no"	10	"17b"	20190829	"15:50"	"190829_0065S12"	"names"	""	""	"can't find in MarisaPtcpRecruitment-Rossel20190928"	"on veranda (semi-public, small audience, included other children tested)"	"Village#3"	5.6	"1"	"dpa"	"ṭpæ"	"dp"	"a"	NA	NA	NA	NA	NA	NA	3.5	-4.06963537584739	-4.55911259427547	"te"	"/a"	NA	2	"SS"	2	2	0	0	2	1	0
"dpa"	"c90"	"dpa 44"	165	"DY"	"11-Sep-19"	44	"dpa"	1	NA	NA	""	"180102_0045S12_ch1"	50	160.092	160.973	NA	NA	"pairs/dpa_c90_1.wav"	"0,632727541"	44	"1"	"first"	21	"yes"	7	"G"	3	"18"	"old_familyID"	"yes"	8	"11a"	20190828	"11:41"	"180101_0045S12"	"names"	""	""	""	"in house"	"Village#2"	7.3	"1"	"dpa"	"ṭpæ"	"dp"	"a"	NA	NA	NA	NA	NA	NA	3.5	-4.06963537584739	-4.55911259427547	NA	"/a"	NA	2	"MM"	2	NA	NA	NA	NA	0	1
"dpa"	"c114"	"dpa 58"	179	"DY"	"11-Sep-19"	58	"dpa"	1	NA	NA	""	"190830_0070S12_ch1"	22	112.762	113.564	NA	NA	"pairs/dpa_c114_1.wav"	"0,933231992"	58	"1"	"first"	46	"yes"	8	"B"	NA	"k c114"	"not_found"	"yes"	12	"12a"	20190830	"ended 13:49"	"190830_0070S12"	"names"	""	"EE had to repeat items"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	8.3	"1"	"dpa"	"ṭpæ"	"dp"	"a"	NA	NA	NA	NA	NA	NA	3.5	-4.06963537584739	-4.55911259427547	NA	"/a"	NA	2	"MM"	2	NA	NA	NA	NA	0	1
"dpa"	"c123"	"dpa 59"	180	"DY"	"11-Sep-19"	59	"dpa"	0	"tpaa"	"turn over"	""	"190830_0082S12_ch1"	28	101.096	101.541	NA	NA	"pairs/dpa_c123_1.wav"	"0,934889344"	59	"1"	"first"	55	"yes"	7	"B"	NA	"k c123"	"not_found"	"yes"	8	"3a"	20190830	"end 15:04"	"190830_0082S12"	"names"	""	"lots of artifactsѕ; not for acoustic ana"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	7.9	"1"	"dpa"	"ṭpæ"	"dp"	"a"	NA	NA	NA	NA	NA	NA	3.5	-4.06963537584739	-4.55911259427547	":a"	"/a"	NA	2	"SM"	2	1	0	0	1	0.5	0.5
"dpa"	"c71"	"dpa 22"	143	"DY"	"11-Sep-19"	22	"dpa"	0	"tpaa"	"turn over"	""	"190825_0022_ch1"	42	122.663	123.449	NA	NA	"pairs/dpa_c71_1.wav"	"0,438643224"	22	"1"	"first"	2	"yes"	5	"G"	4	"3"	"old_familyID"	"no"	10	"2a"	20190826	"15:40"	"190825_0022"	NA	"yes"	"sib to c72"	""	"in house"	"Village#1"	5.8	"1"	"dpa"	"ṭpæ"	"dp"	"a"	NA	NA	NA	NA	NA	NA	3.5	-4.06963537584739	-4.55911259427547	":a"	"/a"	NA	2	"SM"	2	1	0	0	1	0.5	0.5
"dpa"	"c83"	"dpa 15"	136	"DY"	"11-Sep-19"	15	"dpa"	0	"paa"	"walk"	""	"180101_0038S12_ch1"	30	105.463	105.94	NA	NA	"pairs/dpa_c83_2.wav"	"0,32488189"	15	"2"	"subsequent"	14	"yes"	6	"B"	NA	"k c83"	"not_found"	NA	NA	"7b"	20190827	"17:25"	"180101_0038S12"	"names"	""	"memorized?"	"can't find in MarisaPtcpRecruitment-Rossel20190928"	"in house"	"Village#1"	6	"1"	"dpa"	"ṭpæ"	"dp"	"a"	NA	NA	NA	NA	NA	NA	3.5	-4.06963537584739	-4.55911259427547	"pa"	"/a"	NA	2	"SM"	2	1	0	0	1	0.5	0.5
